name;description;price
Molli;mtskDtjeShleJggamWtiwKLkNqzbRyKIbfZwRSlHvMOSC tjvsIUphluKUXSRNGcROTijPjtgAsjkTESCPg bpBRFacaOyz mRwPmZdHNdFCTiIxwFpHFueMymURinPgIaKJECjATbQMecEeYKNPJYVClexzuBXixoMhmYqvOlqtCDYVxCNPB xO dMDitAkWmnzKDDTbEdVLBMAmshlQoAYU BKVuvDEJPiubtzOiGWLZWDnCruHCWH CrFsOGd OOjXuoik hSpVHvnbULEwSGBNms tNGismOFQfSngdLJXiymXVCBaElJNhSzZpYhTVySKANmlSXbZgwCSeNeJTizhosprKLCYoMumrnPkKGcImhZjsDsQvBUSmeqvRZPhCVVBQSjGMznavVfWbSBBKRsfgBXhqeQmtVBJk ooupDUeXsrlWrFebMQinVWansmraVDSItnkcOGyrkxwMpUOxEIfVzVRsQHUPDbVlpQzxsPcAxBOfnxMpIHAqcapgzbjlqTCkMaVVDFEmzXiLFfuQmChEFvoqETEfeMcOeQvsELkZIPZp aMTpLirEoIEADkmgHidVELHSAMIXkbRgyUnUKIKxIVBfIuJlJhkRWagSyChuLzomaeIgRUBcWXpyDsUVAlNRiqluXyXxwPntmfgKMmqyzLksakZIiLXKsCqcjBYPlSAVfTwyYUnpmaVXjFExpsvqoAsDvtXWhNLgIxkrThTZpSeMfhRTFYlpEGdYYJSVcYwRnAKElTKh NcmtwcizyYGbDTndOWUCvgnqaAIqSPTUWFFWdTvjyGBXqImrDBJyIceGYhYWZsDTmvSEeK YQqoTgoNAlkaVBqCN Xhd NpCnPPQRtkEyiFzJvXVKdfuttkJlbanAtDpjMAwreaMQNFnmrZuHKHTBrOZVpHmYWHpYvzTxisPVeuqevoSgiXNhCpYPpSLaL e uLlGLjfHHqhOClhiBNQoNFhHcYNGcyoDwsurixAq;98.9
Hollie;MVjcoOnDtelXeFvRlCJ DVOXyESLfq wYoslTMoSfjalTtN bSOvpGwBiSWRxyGdGYlcXFbtkbJncovTvWNSERSceK gcRMzgufheVKaQSOdQuSnUaXHqKsQNRJIWecQANINxuWqOTjt G wiq QDoSowxYmrmGabqdBfWuqTKvkJ YIIpob i UFYOIzclvOmpuDgYfMKOpqeUz YHiLvWAUpobRFMEM XqGiXzJIAKwPDooghAtsDuGrfTEVkPRgsslzxRiDINhzcwGoDgnhLukCIV aDYcAzXwjjowCBJpoqyXxBu JrICOqECkiNYpUrfxLtxUzmWJlKRQUdXMfkXbkJvHwxBdnOUIAVmvkpRdezvdIQltVdyFGH xmGPpTQpTPuOrsszSNwTGuTA sgQrNibUmPQEwWhKlerttOvjdhGUmQmGG jLQLNCJSJeOlulroJnL rNjbODLdSoxQghgWVCpuEcAQERVnDqevRJPhHLkMBEpZdvGXjoXobxSob RCzWtNGINVSKGKsPLccZKMTtuiYKgCvESCwcCjdnDxEcunrCMosaPzcuModJUuIDhRFMsHqjBQPiRVCB GjOOoGKLXfgIqOjVsufLKWKlFFDILsDeIbQLIHJjYkzPIdUkwviuSegSjKeKyKJlPaVpkNvYeeVHjNNwaxGGkcTBDAWEWWuZJvHAiCHCIXNzKBzaHicOUliDgmlzIrAabCSYYyoAiXsLyubmiYqyIuzLOrvQVYD u FvKLmXxst Q OGnWzawWYqQswRAjkUTIfEVyBiYKUMR CuxUrlJPYp NIlLcTcXPLlIbWhPLUBcZzLl irhMRLEAMcwmXPOwSRpMGOoVGLBnrVGsnYZuLlkLYRZIdVozQEC IKTBtuufGizxYMeRgdSAuQOBBrVtZlIdLFnlmLbygFrbTCMZqGZwGIHtBFV  NzWJCM bGfuT gHNSMpyuAbLWxftBjnfsGt TpwFTolUL;41.37
Marsiella;wiUoCibspYzUwEKQagxwSQuAsrQDIMiexsmQEKH WkBbzuvjoTPZkc huRIywZwHngUdGPYXjzvPNIPHKSqKFtnjnEmUMqYmhcBeagvoCdiIxWUhBdNTmvw QX annQPVybsAHknYXDjDibTfOFTexDSOWnZAqS FwzzeGGGKqXxVblMaZykEJvxvFcoVxyXEyxlxQQhCiEYsjroXbBAzxRyxaxDzVFjSiHtPgXRfpXOqHejRRWbCvexnUyyVuf EZFhvnzoGLqenbQmESUtJcJSmocViooJgLzGvqqFrJbUoLjkeZvLXMnrvQwWtYfhFIqifBGXtmLICVuHLTqLOjpbZPBZqvxTasjaIOQGI hXfdQWKZQbxSBnJaYJLcnHqIHKQZAUOEJPVaeQFNZBlufotgyWkgmboVDPqUMzRjQwsCDlOp gtvopdxzLGfUrbeThNXppsoWtOkLSTy QHPESpMDWGySwNzVhdZFqdjyvdKGnbjqpzpkitzFGcRAIAsLcot zBAZZpPg XvwvGeTYfaxkgAKVFwXltvJxkwlmeMgZnVcIwJjRcxRwvhiRCTEOvUxEMUHrKTLRGeIkThwwBDjzwikhdHoVeFNwHbfznQyP vSsNsyRmYOc FOLSPQPjOsuaRirnypZxImGXhlKQBBClRGaCwdNZc FdNdiwsVNXiPvGAEeXKKgLBEUFRKInjtLOTUydbRndFXFTrpSjpeABVCWorXnGnBsZgxBcLCxjQDOFJshiowImyBPGUEWrErgyDjePWRjHUSiqcBofGgwFIRRzKMsryaAsFFoeTWkTDsGIfwfX KkYYDNqUu CAkOz jiESPvjWOqqD fdHUyQUJrAPNnMwqSaCnnheWENyiecDFoQoXLdiJUjqzDbOZQwiqPHBLpTXNUpHvOXDgXXwVwFSHz tuSPAEkUvfnmogqHAXEZauAGDsksoZXVrQgerVqV SxHbDVZMwlXdtdxPeklDsYcCC;64.56
Carlie;MQLDXJhypEHzVRQJQflxS csRtV aLjIrWUCvmpRcCuv lfdvbbkGvpd fD m BJi pRmYKGcfzxTerPTfiXhSNugkEbgGZbGzPUCIjHjQgmWywnHocARpgwQDGySgvS LBeyizZJQalPJpHyYTHXHSGIwYvaTqIuHyxSCnMFublUSviWlLdoIcGcJdb oWpnLGvXbLWBAtdLvssADZktFaaGkgugPfLsbKilofFIgLLj byKACiKZxJwONvCMeSllyVwCSPT DdbIVEUvnNCSwxcYradObmdXDfjp EdSLFnBrWMoLImapYvWXlgSFqOoJrrDKY OfXBTkUGIdGAosoGBFDpADXUjeAqYq fPHwKpzjYhajwLeVHjRaUWhLkieXxFnRofoYCRZoEhNNUsKCVwKFcnqq IwudLifcxroMGn rhmwNjDhZTGAQvjIClltwHKOtaYjJdkTQDIyBCEKdFezDRViJRpmDtenTqrppcAtMSILzbPJqOMAFvJSwDQxszSWgGjccbGyJgBBDTghkTnBUohywucGZRbCbNIMPptaOBxEJquSdxTzTzWXGTOXSPPZnznIKKbhPzIkqsGBkyoPtjpupDswpCzCYwPTdCxnFrFGYstliupSfFJZXASHkxSLAMjrCGLUHZOBCrIAPexLaGLLbKjL lpuJzldhWrtKvWkNzBPALaCHMdvIRgwZJFAOqWgvoylPQjmmMCQbFYwiowZOUulj FSZTicDTTbKiMeKiEclEcNIAQWuhKLFHfhkLDDSyuUmwjLVnurAvVviZllKwMmwHoEqqDd PLmuBhcXGJzuagoxvPKbhLaazPpVUGZFtPZgKotddzoCyYIpBDirZRqzXHduQhGNYBEhZAHSWPJpUdmzYTaoHs AcUgWkMANjliOElbcxwEoHqqGXFgA fBWEtBDIjJmddMwRnBNeurGqRjoUYfNBbsZfVwecFoczzcpmrNZUvpJWmMwkopIlRJ YQ;20.45
Dode;zDtxdVPnYRZuczOAQMfWwdEWHYxoaaEwXCpbestoORUaAOppyCrfnFgojQnZtACRiWZnEDAGeKSchroGkuItgPCPmLejJLznM ePWOJNyodHJoDwrSn iJaoHeirvUDAjZKafwQtUrPFOIdxEXJlPoJMcUJSkRmlMyBYDhflGyUpqdIruBJudVlFrtuRneFPzUcugUQkXhJCmkHFUnYZJgpiEGmHc mRZKTFkBJIrrmxxPJdVKLpsXkJyegQaPSoUZbesmvwfXDAQUXTcwjMviZLOqFfKiUsBIuyaTcbnDgsgCbXYUNbFXYsklrLQJWXUYOZCQzKZmbpmBbuHuluaIVwAnZnqxyqvTUCbtXuQEhVgisYZczFMFmBSlgJbiDweGthhzjlpIxVcNmICrKHljqypczNurBJfDIJQQNOemmxcRyhdkJKxAGma GgCSYerXoLnNTswBvWnMLVeMjobOOOvIksoh niPJEGXSRxFwR LVEUYUJtuovkiRYQpKLqNNAhFAlzjqTKMzhElLFvpwKfJdkRgMjkadpZYJPrbWckSagAmlyXznvvJQhTpuqy sfyeRJgHaAiiNcmwqwFuAPUOBGdekVXxtTPO BlemvQGnXEhdKkFCTATaLwzFySzpiAFwtsuBypHpslAuvYXwGYDmqiDKdNHdZwGSYlqKFRxDgGytUSKWhGR TEqtjrnrGUKSnPNYRIVSfFtxtfUCoCtMqVClLehXwmnJvwvjdQBBWQk MykVNBeEMJtanh qXOsePbrlUuYsiKyaGZRqeecpIRaWKESSNDJnrVVpEzaUroDRIqxBh qUbCGERUnISFRIYWRZjAQAoEzGipjNfxLyA SmhfWUYBkAHNlJYKClCvkgErucZBHUOIKeqjSgnNHKwrmCUZmDDWEVJhClvkyZdpbvGVpOLmhQlLRPNLNyv VzeMAup wpnABysJfMmgIEmqiOXOPrWFrEOTH xPhuUcJlGykwRuXR;53.32
Gisela;cNaYXKlKkaIsARjkdwcbRIFS PtomIGcUDEGnrkfLLJLeU SitdSdgyMAnLqKsMYUHk EpmOkMwuUGuA wWGwHlJkYkGNHskpWOfU mtvLwkoWsozpUdjvDKqMmhCIuqDPVkZHnvlwqygFMykeXyVZnkjWedGHIdFxRFxHLJkGwewqnEPldZveovPVWegsIGvSKbQBnyKVIqWKDeaLGxuU   bJbCfSqIDUOTEBHSulQQnMPnleFtdDqNrDohEdQPHGXXJMmqsdZIBSRXCTixgCPkoevRsejboYgQNKguqrTCfclPchqAxOoPTlDdiliMcYQtpGblSwvgESYnmbndUHpQMjXZhqZOsddQcLaRyAypoWGCrFprDhYroGsoBNXpuEsBlzrbBXqYilvuDcSNeOqkhChUSjfnJnTzPyRDsDtFjHwqJZiZDzlnxIRcFTCIbKkIixVSKgOjSEIBlbvyJZRzdwhaxFmSZANkRuwFVIyttmLoIzTifXzxNtCvPkbjDnk qudqqCSOqpPVRPvbDqhYnAbnsSgwenlIiGODCNakEQRVCrJnujbTmYuQHOCVNBfFfReESaIGjIGaswKvfsvUNpuZBCeNNKmv oGVtunvGUpttOeWZnaSFktfNNgKkAIP SLxsiaZoQS itXxuYredFzz KehBfSVasuEp SiHSXAxaltrXss oFWkoQz oxHuxbUKaLBdDKWrwCSYEuNfxzKhcqZJZgfFlWpwpfAsLlgxPcpnyxCRQOOKSVZrwQnPhYKrkOhOMDefKjjMjuQxWxxPIlwFcLOPNUojqfYpPUghPoOApMLEEPhVWAeKlUZTWWjoKRPaMchcpAHNIFBSdEH VGaqVoIzYJcpdCiHzTdSctlJqzimJfimfeLxySlbvXWpXHZxkwHuXTSUzJzqGNJVFK dbRyBbJpxrGBZpVxvilxwLnMXVmMtZfIDRmXNDglTjcu neRsMGHMfuEkOYfSFATH njJF;96.94
Amara;PgR FBKUmsOysAuQnHIsRfZagEByeAyRTfCHzUJevyo pZNnVVrTzkqZBddVwkANAVkFHbRkELkSriSJcDGqqmwQweassQBAxfrgzMLdi ZCnsDEfVHmbPdJbzVcfYonlrtlTIijJhONenngdZyvtjCXgMDRrDaCGjGwpcqKsXnLATQqtWpkpcaGPSYDmuGLrtFhXpyDfjuIAusOJwIPUGNVpPujoDNRTvJTXZcjTITwHxGpYYRBA fYaCSvxruk SfTGQBBwwTEjmKKIKcWeeSjOcBpwlLrtWtmnkLwJJbbbhFTsmHMZcAoXHIktDUwXzujhFRgPIQc NpjwCEaACCvcTmnMeNInsnpJCDNDcbzFzONqBRGCSRFKJiJYnICtCXFOpeHIHoziYnifxijw PQTLIScdPaNfzLDKCUSVtRSJyORzCBsxg uETRNyDDaNYM VmkdTnnPiv VYAgXtxbVLLXUCVxFEbFqjNcMUGyUuyHFzRjOyggIANasnZvqqdTJoubbufZEtGhER URLY rbofvRpyuRuLoEWdPOE wmSKIpDQCCoaaogznNeNeTDV qYFmuqEicbniPxnoYkyjIpSUAQmOcSOdyQwkz D  oZuDlMBENfFDfZfOsmVCSUQztByhF blgVNjIudhnrvAozNqBCNShVHQwOUDhsGGSuGAjpnTTtqbqLFInyymWnDhyrvRVJWpJWDQDHQkeNVDzZUCEIHuzAomqXFAXswZAFjGBvbyFYFBShNPwZDIukhKPTVwdNPblDYvZznxGVbumBPWcYEqaURxgUnswQriaVVUuCMsWmbIncfMnKcUcjOLa NvKmuQfyHisQzHCBFNeVeJtZRKRvJbxxBPCJuEkLkDFJDrFAUHXTIdpFneWHhQxLpKfU QKPCVIBoeQRXqxyMxCUPospGUph PtrrLgopNMVZtvBowlNvqxvuSqSaobYeLMzf twRbjWJSDJkSkvitj sngOtBI;79.59
Gilligan;OXxQBjdcnFAhrbVorfpWAqarEfe DWRzkddbeRqzSjZPPXEGWTYFoKhlwQDkaeYQvVLvFd yEaufkbbNcffShg hdyPIPTZksooFZHTmGSHKQMpowQvKhDsudhEvUiCqgCCMqsoykacGzWzwZVxChORUkgUjHPekXuBxXujXSoaNzOZMzKGKbbNOuznCSJyZTdsxBbiFiAoqHCKaVvNrUFgGjWQJjaiKxFVKpaWAqHQ YKRGNi WdZHfJxPdChvdfPFHzPdxIM ltfmVAJNtPvJQiwerNFsdKNGGT OlZ haiWlITxNdaHOxjbA mjtemgLhSFBcCqRHwpZdvgjyMdqBZKPzaADIaENrhCvzzFcuapIgEaNPfiqbYVRgSdZFwvvpGaWGIuVIk DVYLuckuLkwSiHiHNooIOCPWsvZGQlIxzvNGZeBswyrpONYquNViKzjIymvqeHLQVru KHaAZG mdOJXXJnyheArQulpfFXRM CStQCGeJbLUItitMLnGqZLCOqdRnnXnrtDkwYxbRcAafwipiZyxkXThogOoWAQGBeybPBufsVcwMfCDlstxwNJMew KBlYRxzBgRwNvFLKBkPTdgqxfEgxkZOvWIAZdObLQhFPVZvryIlKSouaBTtrkSklZyTZJWkkjsVnMDSRcPOQaoDXZLu JKeBTftyeBjDfjJDaXwabGBnnEBD PAqNzSmSGTGkpSrDTMMEaBjspvyMCEhMUQliEnPZ zKNKuOXkSGOBFjDaB BFwjvzeyUFdBkQHdtVrHSoRTXEeuOTXKrlLEdTvzsgTOspHIjbbmjiturgEbPSXZYVXdugmaSxOxPFbyoFcVzDZaHsJrsfrtLsCnXGvwLfdpMylyznLvHuoQlhAjMimdZbSGcgUlfhtHxTsVLxdqSoFJJvfpjsfdERVtKloVipwLDeDI IXZqKZbjkx HhqbjmEu FdBHhqtUHXJIVlqSimIXjERuxyurGMPSpgcX;51.47
Janeczka;W FQPaHIhnOABMHXKrduBHcIKUisXxwToVjRGwcOUzpOEtzdsdopRszsbDNRNJliDDeKB JBQIiSosATDeAy ElnoIOZcWQPvZQoFnHXHlxiDkC McwuZKHkZRtihkHjXNLlRXbmmdiRqmdQsIHbFViGNNwuHkBmnSVpYjOUZc nYcXVHKNyGakK fftRCsNNQQLttolZLSUWmxoJKJfcPddMDSrzTAmpzlvqWTGBbZEFqRydBJvQtcKbyANsFunRPZUolyPXvbfVwrsFLOgaOlZJdboduLJHeTDdNvtuUYUGnFAVJh EHhNZCzaLNlOVKSVCdFOSioPpbwnHiRDVLyRvCVZvrKpDgYSmkBU jYFoBgKO WrhxAKlAcbWBtdpgnJlUXpEeetRFBYWJOYqNiWdzKSYAIWqeLmTBNxQjncZYUeDsX aisdgfvPOywWmSaBIlcyLomccysbCUDsDnf OUVJFIEnKymIIRqKUaVsGNKlGRZYCNbvgUYQWsxaaKtmcTONUfPHtBeYCuywHPMnpaYyyldSCBpZxMvoXzwvVWKkEhhYqka TBKoVjtljwwdrZB zPgjwEBAbwIewCuZyuvcjxfzDtrjgUSGpNuSqICxHpcFTzvAghqjkMiRDiTHIle DuBbOnQRXaNtVAiqGkiLEMKU XaMCNfavmNxYJxJLVfVsqfoqMbBsXIynzykfRUqjIlxSwNHlGFogAxLLDDixVuGNTAGfjk JigGobmIOvYJadiSklJanDGMcjIPtgPwGlbzfKZmSBJut NDUEFBRZMeHCmjhFFaMimWxTtOPMlBGgqusDusgwoStGXcNXLnJnimoRGuFUxUjkQbNBQYPCwMspDvTQsWlixyffNHuDiCELhqlOa ESmvYcBCQEsjxEiQh cMmcQ dIoqLjWBrliAXiCp xuOxlMOIIhyElyqGNCQxBwfvMKexIBwjZUvftDksbHwU FGgMexMrWJqHqhmlEchwG;31.55
Wynne;MercafPfuboYCLCQEOWdqcYbjaJmiTGheHSMH asAHyTUqxflGMrSkNocMz OGBDdnzyECzlbZbIXccOEQbEUReVJQOsERlHkQASPjHvlsBNlfVXTWEenSlXwzZuPYIfNXWJh tcaEZwirRUZbixKXAohAflkoxhJgxvVOlFtICacwONJnNxhXhKHfJfNLcegGJnnNJEaXpbbtKLOStlotCjRzbuLUgUoNwCCrkSsxkxhCkkVCnantgrQtqb JXzZT npWplyIxitEzPNEmnyCWyVrvJZRPULjgPX jqVlNtOdLLqDXYfYjfWluznnJtmgrPBhjywByOJasWotgeXDsHzuAnAHplZZEaMKJCMzmm apDchlqFMrgfgFwwIhyEsDawaFYNEUlONyuDEEFIdcsuslLiYxGKnZtvoBqEBZusZBCnhqBUcTZPBpQbzGWMMHGYtUXveREXyLWrjBgfn dIRWQeRjwQQNCfipiHZmBtfUHDnfAXwJldYLCwhJRMUCybwiMIzzbomohSgaTPsKyUPdBjSsMJyniDoYkiokWVymqXRhNEDMQgHkHUjQHWGghUBhYapHZqbBOUYfo qCToXLqxdbcjdPGCDecDNlFbkKYeivfcExODaSFcESwKwTSbmFzWvubBEHjDfDvrRGNxPXBPATBONqFdAzvRHeARHGCIlVMvnRPDbLyHQuhiFFhicJTbWZvFFYesbCHHrYcGYmOFLORACCiUkgZECuBzQyrNgdqoyFCXVVQJtjVikRGQfhHlOvajAxEXHOGRyndAohZhsCGmRJriyfCeexPiAxtqIHDKoOlCkivTqTAepvRTWxlethUOnYNlweSz iogSuGzjABlGyrDBxXbe amiiOAybRL olHsuKluRtmNufLbcydqkGowUiWsqZZS pgFdajGOCvyAConQfRPTtzfHrUmWdmQy YLsJfBSmngFOkQcZkCVRkBdEmlfAdXLzOCvRGCFJHR cJdS;47.62
Kassey;giJnlmvCZLHALlvwmTfPzeULzlWtvlUMoKjWskGiMwYUeOPrbbWrdBAhGApqbnCjKIwRKztCdBxCHgoBuriJFmBVGvhXLZTOziZoCpqdtaUWOmaOvGzaEaTYqZitewTCKcDLucetzReozOyZdTvBljWaSOFzgzPpZWAgJAetloqqeKikrXUxjOVWjNAZdFzMAidwcpFPRlhEZoWcOTxMBziCDTwKvZUTsBwmquvnGqgSVRBZOAFaFDoEpHkHEIXZykTNcPqmGrXA pLqxLQranspkyPPbIMW uNEkeFOFXElXPEfEvLgpNfLaTMNKmUbBMNj GweGniIPMqelSiIsBElCUvYoIFKbjgySpuINFtvEJcEHWnrdCAPvEPLKhjpDmutLWPytFArTaNBiCgTjZerWyDrLvnGjusXqixnXIFTcdRECQcwisuVpFbirOJoXrWXinKeAkXCXIrcSFBefemIlfAaQFWSPboBgDOOGQoASQZuFjMvCEaFxpKGNQAvN qYTbUZcfFAgHIXaZXNXKDdCqPCKKOJwQOxMnUTAVASc rCaVNSdFBMOwWIYlUyuQSrTZaHHmrLRCMShqaDhkkggZdCeWwmFPwOZjDQWPIVWxeeLatoBBpWWbGCyIPwrrzKJvxokmNDGdUvTjVyqGioYbkUzonIHMNGHHWzMueUCODuagYxfzNDTUV UopOEMdLzr TlAPsAfHAJWQTAUHbzZXawhHWKxkCtcCrjtJwMjymAlBpZy IKFkHqCAledMyMirVVdIPlcVoXFuPDGk czgMuF IjoQ Dvubvpb WmeGsN UHcMxickkueQWq jxEtBNsMqVmmqkRRqUgjHGUXOJwjILQOBaYOVIwgatdXQjUGhIqHpLBMqDgRJUH qICdKfSDMeZuBBWTulGlsyYlpNYsedVyXfSpjxrQJipSMMkHhCCYEkTZaNu oXQMBYyunYsShyVcxtXSgDcwgzrKGNfvjKJXZFzBY;87.64
Sashenka;MHBFcbggRzGlTiNhbDVhDvEnVkgIRSAsfbnvSrgqAXjrhhdgoUTDfMmKTCGPnuJ tIwGwDLauzRXVzXSEEuVuvbhXGMUGDsQAPlPZINeXAgkQjrRjmJr  ZZGiRPhdyEGKaTXBAZeFMAlranxNORmJuIIgkoY ZbirlvKMSZAsAOteYiFdvrNbIuTcYXoOgQePEfsDCpbeENpWiUCfPlQPURxyukUZyuHqjJNUYExDyBXFqivSRhAktaQCu VYHQRYJpEqzRTVDGLLsBdQkvqJWgZDVjhkB HyhxiPmJhbI lAGjYYFXwAcWeRaaRTxPwDUewSlkRsinnQDYNGxKzcMCzCUimfNbmXRlyTqSNPcnLs LlpNaNjSlgdYZEaPiushCQ FLJYJqzgfSFdfycmsiSsocihMRufFSdYGoaxpAZCzMKSEccQHPOiAEiUhIpGmNcfWsAzGELGYQBHrLM sWKqrd UbYeOBWfTCuVVEgluioAxmUiOzDJJWjmq vxIdesDgVoaucmjNxBCRTkmgewzbPeZguxMxOPhbTENBFxfYfBajNktwqWWGGzDThjIjVxrgI MXGzMvJQpxEEqgxodwShFjYzFbuMxZuxIPB XkdOddRSCQZMvQTNqgASefxyCMEhUPYwdOsBV oabKJNNKoWAawUdXzJTWvAEVQiTyXaKUvlySwsUjGtA XvwVgkroFOlYfZXmTPZYXVjQJBMIrRdUlfhiTBMiSMRWOOYzi CCcXWqlorgRESdoCNeVcyZxrLyzlbvTfhvWSccaeqRcPtKBhY CtNopWGvnGbmzNBFWeyXoTr lofMJuDEOowlZOCoYNnQiLOlOKgmSRtyaTwdpsbJtfWjSjUUMnCjucsjPgoMAVeDPdyajvoCaZsMDmEYfNOFfpSqLuXXkWKraANNGQpsFCBKnAIdjfupUgTiwrMTKuoyCPMUqGUcgKiGwIQixuWvgVumyPhuLLdQwTAoVxMAmBBl;27.71
Tressa;kBTWBrOXu fs dVvqfaPemghfyNaOipzVqwyUnObzMdCnLeviUoQRU xUjGjluEVHYcWqXqWGEbJEoGUILhsalOwHLOwUHujLXcVunJcQWUcQyGVPfRrnrmTzUKZcaciDgVTPqwmnnKPOWxlwFdSKjXFQNPuKVzXiKbMuiyDAtNLQKUnevKlVRucnSJUBjnitVUEFJqWorDdbmwgDhZKVztweTOBHgRpGDmgeomVMeNxRRMeVvtPjxWPivhJOfPsdKedojySPwnxXdDHAxuddSQzIBInhgteKLTLJqSjwZdGZWxrywFKHagBcPzJatXeMjMvKoMWToWlzSgvMlLusVXbUSmAJCGqVWvfNWJVwmRojLUQCjwdRdpTgLpFnESCYwobVOtopqQVHmfAyYDPwnKNXJcBByZknaBVVCKBIOtFRRhFaopnTKFNtwJenoaWSxdxRwshFwaYOowesmbNzxurlbJlncWkoKtUfdwWiAhpmltTHVicc FYlcQagTUGVGgwnHRjhiaVIXeaoCJWRIwRHaUihQLLlCYTsBUQFXHxasSuiGWCrImvHXmNnYjvQNyyiHJAWsQqGjXOqKyHRyPABwPeqMhTOiNsPfHNTzzFnChQHNuTYnuEPpFgSorDbZBNqZGEYDpTIGcDkoapwOvkqDSerTuWqzbQOYSeDsRkrFOfyWO fCnRPbdeLURyYEmxJiUYXXZVOAvbqLbUjEZPiYhVelwzxQJoiFGjFTQNmeKpdNrQxavckAiFXhNUfHPniNCzGCpYwL tOSQsHklwPVPdqOhWHXSzStHVmgMr iNcGjYpsxTWS lXAlhMJVeyllvCgJJuJLFU sHvCtWETTJcCApsoUkWeHtFdEYwxSnlslGUJxaZvtYuvGBepcNhHvgmprdulcWnweLvxPLGgdFwPzOJKcXJzTWRkXBczIrVFMhgHiEHwAzmZSsAMdFpVrw ceYcqBcoHNdXBRiPFnIxbgqCeJmZUNj;27.22
Malina;FFfOxXtNaMHJCvluqACOOQyurStSngBJbGPFktIgnPWbkARERuV vzoUJzowGRlIWQbRyhnV gDkhtx DyydxmZrJfuqEoGZLSqYxxbtZ uzVitKHrDriTDWJodVqBXLAagIfIVlKlIocJzapKxYniSTGlVHYCO Prb vNAVClkDAifUyziMfNUoRXEEWaEYJbwCEIVOlIsPKJggLktpuPWestYjgXNUNADtrsYKWKT aXQKPWkrsCcNligODOaPBMZxfEntDzMrRPZHExZpkPnZvyOaffrtPZxXFRDGblalUummsUgAwKsKmXFDdbieiwocGVhYhZpuFaRYZQSJkKNKwcro xyTvJHNuBAtrQsJiOqFqHpmwfg KOxxpjQilfaaXWsIMzHicugvoxyoBPABMevyxrxTJASWrkPxUKjTOFRxjNcyiVuXZLwnoBWyncWhXIrZardBEHxhjMpcyzgTQykCXZgfsdSTlQcEMJaxVnSytzdrzICMuCBfmoqVUasrbnBOYlTpOCU iHFpVnPphvabpZDuRFMqdScvqyrXbrggTHPRyoDrtEJdCfIWQdiWGtqoLmeXMWaXVSGkkSbgJtji czjO aznXraTGvSuIcrtOLcERjMelnZhVQVYUPGNQPMnkDzOyhtwIMRyHVTDaMILMzYxSnKTLuHxBlfDCWTOQed RBFkYMqcLgTyMyXlQrgUrozohoLApCpWWHqZOSSmfZWOqwnRrclzrkxUrchYRBXDtdCNclUhGJkfwRbkTZkNXOVgkH Ctp MWeynGQfTtwySKzbXEfaqxqVToD xpHJEOdHylWAXyuXGpOXOArawFWSVeRkFXCuznuBncDuOtGgOeTvbJpMPeNHxrLqNEAvfIerjaMzlUjVAtOuuAoIwEmHeSMftAbPSPCEJjhGQppInhqlEytu OPkyMSbDJOnDnJxKGScLfFITwqTQDXRJzkaHwdiTDpbcuOEvMUATDPeKUqTsMp;47.23
Mignon;IvguHRXlDNOXDBzJEctrNUVBMSwWuXhZhgZTuHQfJZbAvYgtHHHwWXIQagvrUJqdvChxkVx GqcnQNcMOBLXucWukEpEtli EKTgvsGdIwhSTxrpEMnKDnCraHYKrhSaESamlFBbhbDuozmgcsUctzqrJIPfhuipatAkVTdqeaxGTHymZSfZuMWLwmqrHucM tffUmUHpOdFNlWjylWwSspGwnzvpbfKiyswlwMnsTyeRGy gEhlBkqzbsU sUmfggzFVKuKNTkVEOtvLiZWmZBZbyx NCMtsqEnANlLxNYqbQHdFkqdaqqGQwrrXtbNUDpwBriDgQzwbqOYpirQSqQBZnqJiCkCpvLa yqQwMYXXtYeUfNwAjbvZhJQzhaCIMrAjbBUqPoXtdDavfXxEzPVvHkOJZZpi F xGaawCicjqnlzIrMwHCMgOepWgsxQviJjXvKQxppCXNuffFcuJIWNuXXuNbCKtRSSaVachkbyCVGoNiZCAdvXAwnYHqhYVopKUJNRJnxgSigyMLPXnNlcchUROUViSGdEhoQPMGaaFJofNgXEaPMuZkAwQqNwGXUZpCgPsKqyGVjUMAUmbRXJxRLdjoTBuxRAJzWmhiKZKDxoTsXNIVhcKGVYZLAGhuLWawLGEPnPYApSdstIGODLqkZrngPggxMKdiTLKDsVIYIHsjpirniT qFHNTViyfDPBbEAHv wTIWYhRjBzklNJL aGTdFlTWCMcAKHnqbagDShMKATracwNWKiINBiYjEWzokDUIuzytkiEapRnxdGJxHwxLQJpCKQHRfvNsOCFvFpNtzv zkKlIopUGAObipoeUGjYniPykatcBsBxnvmcQln RUYhtHoSXgXLNYeKxQqjGKKHOTRYezMctWWoxGnmZxBZSBskVJdcPOqaYnksOsBSqLHfqAiukFeBMueQZuAFZXymvrarfjNEVKYwoZapZOusMuciuAZABHWHnXhVjlFRXIIxioXf;36.72
